competition,year,vehicle_type,source_file,team,car_num,overall_place,total_score,penalty,total_score_clean,country,engine_cylinders,num_motors,engine_displacement_cc,tractive_system_voltage_v,weight_reported_kg,weight_reported_lbs,design_status_final_or_blank,design_raw_score,design_document_penalty,design_late_penalty,design_score,presentation_status_final_or_blank_or_rfp,presentation_raw_score,presentation_penalty,presentation_score,cost_adjusted_cost,cost_price_score,cost_accuracy_score,cost_engineering_drawings_score,cost_scenario_score,cost_penalty,cost_score,acceleration_number_of_runs,acceleration_best_time_raw,acceleration_best_time_cones,acceleration_best_adjusted_time,acceleration_penalty,acceleration_score,skidpad_number_of_runs,skidpad_best_time_raw_left,skidpad_best_time_raw_right,skidpad_best_time_raw_average,skidpad_best_time_cones,skidpad_best_adjusted_time,skidpad_penalty,skidpad_score,autocross_number_of_runs,autocross_best_time_raw,autocross_best_time_cones,autocross_best_time_off_course,autocross_best_adjusted_time,autocross_penalty,autocross_score,endurance_number_of_laps,endurance_time_raw,endurance_cones,endurance_off_course,endurance_other_penalty,endurance_time_adjusted,endurance_time_score,endurance_lap_score,endurance_score,efficiency_time_average_adjusted,efficiency_laps_completed,efficiency_fuel_used_ltr,efficiency_energy_used_kwh,efficiency_adjusted_co2_kg,efficiency_average_adjusted_co2_per_lap_kg,efficiency_fuel_type_e85_93_100_ev_etc,efficiency_fuel_efficiency_factor,efficiency_score,endurance_efficiency_score,team_normalized,event_id,entry_id,overall_percentile
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Oregon Inst of Tech,70.0,59.0,8.0,,8.0,,,,,,,,0.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oregon_inst_of_tech,formula_sae_california_2008,formula_sae_california_2008_IC_70_oregon_inst_of_tech,1.69
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Houston - Houston,54.0,60.0,-14.0,,-14.0,,,,,,,,0.0,,,,,,,,,,,,,,,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_houston_houston,formula_sae_california_2008,formula_sae_california_2008_IC_54_univ_of_houston_houston,0.0
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Texas A & M Univ - College Station,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,texas_a_m_univ_college_station,formula_sae_california_2008,formula_sae_california_2008_IC_1_texas_a_m_univ_college_station,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Kansas - Lawrence,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_kansas_lawrence,formula_sae_california_2008,formula_sae_california_2008_IC_2_univ_of_kansas_lawrence,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Auburn Univ,3.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auburn_univ,formula_sae_california_2008,formula_sae_california_2008_IC_3_auburn_univ,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Calif - San Diego,15.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_calif_san_diego,formula_sae_california_2008,formula_sae_california_2008_IC_15_univ_of_calif_san_diego,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Calif - Riverside,18.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_calif_riverside,formula_sae_california_2008,formula_sae_california_2008_IC_18_univ_of_calif_riverside,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Colorado State Univ,23.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colorado_state_univ,formula_sae_california_2008,formula_sae_california_2008_IC_23_colorado_state_univ,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Washington Univ - St Louis,24.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,washington_univ_st_louis,formula_sae_california_2008,formula_sae_california_2008_IC_24_washington_univ_st_louis,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,California State Univ - Sacramento,25.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california_state_univ_sacramento,formula_sae_california_2008,formula_sae_california_2008_IC_25_california_state_univ_sacramento,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Polytechnic Univ of Puerto Rico,36.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polytechnic_univ_of_puerto_rico,formula_sae_california_2008,formula_sae_california_2008_IC_36_polytechnic_univ_of_puerto_rico,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Marquette Univ,38.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marquette_univ,formula_sae_california_2008,formula_sae_california_2008_IC_38_marquette_univ,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,California State Univ - Fullerton,52.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california_state_univ_fullerton,formula_sae_california_2008,formula_sae_california_2008_IC_52_california_state_univ_fullerton,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,New Jersey Inst\Tech(Newark Coll),57.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new_jersey_inst_tech_newark_coll,formula_sae_california_2008,formula_sae_california_2008_IC_57_new_jersey_inst_tech_newark_coll,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Minnesota - Duluth,59.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_minnesota_duluth,formula_sae_california_2008,formula_sae_california_2008_IC_59_univ_of_minnesota_duluth,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Stanford Univ,63.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stanford_univ,formula_sae_california_2008,formula_sae_california_2008_IC_63_stanford_univ,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Universidad Metropolitana,65.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,universidad_metropolitana,formula_sae_california_2008,formula_sae_california_2008_IC_65_universidad_metropolitana,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,California State Univ - Long Beach,67.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california_state_univ_long_beach,formula_sae_california_2008,formula_sae_california_2008_IC_67_california_state_univ_long_beach,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Santa Clara Univ,68.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santa_clara_univ,formula_sae_california_2008,formula_sae_california_2008_IC_68_santa_clara_univ,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Alabama - Tuscaloosa,72.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_alabama_tuscaloosa,formula_sae_california_2008,formula_sae_california_2008_IC_72_univ_of_alabama_tuscaloosa,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Nevada - Reno,74.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_nevada_reno,formula_sae_california_2008,formula_sae_california_2008_IC_74_univ_of_nevada_reno,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,American University of Sharjah,75.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,american_university_of_sharjah,formula_sae_california_2008,formula_sae_california_2008_IC_75_american_university_of_sharjah,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,ITESM - Campus QRO,76.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itesm_campus_qro,formula_sae_california_2008,formula_sae_california_2008_IC_76_itesm_campus_qro,
Formula SAE California,2008,IC,FSAE_California/results_2008.xlsx,Univ of Victoria,84.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_victoria,formula_sae_california_2008,formula_sae_california_2008_IC_84_univ_of_victoria,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Rochester Institute of Technology,66.0,1.0,885.6,,885.6,,,,,,,,1.0,145.0,,,145.0,,73.05,,73.1,10269.0,37.0,,,20.0,,87.0,4.0,4.052,,4.052,,72.8,4.0,5.156,5.141,5.1485,,5.148,,43.3,4.0,62.538,,,62.538,,150.0,,,,,,,,,,,,,,,,,,,314.4,rochester_institute_of_technology,formula_sae_california_2009,formula_sae_california_2009_IC_66_rochester_institute_of_technology,100.0
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Oregon State Univ,14.0,2.0,886.7,10.0,876.7,,,,,,,,1.0,143.0,,,143.0,,74.01,,74.0,20377.0,7.0,,,20.0,,48.0,4.0,4.098,,4.098,,70.2,3.0,5.267,5.505,5.386,,5.386,,31.8,4.0,64.304,,,64.304,,130.5,,,,,,,,,,,,,,,,,,,389.2,oregon_state_univ,formula_sae_california_2009,formula_sae_california_2009_IC_14_oregon_state_univ,97.87
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Kansas - Lawrence,69.0,3.0,815.3,,815.3,,,,,,,,0.0,130.0,,,130.0,,64.29,,64.3,20146.0,7.0,,,18.0,,47.0,2.0,4.698,,4.698,,41.2,3.0,5.207,5.905,5.556,,5.556,,24.5,4.0,62.779,,,62.779,,147.3,,,,,,,,,,,,,,,,,,,361.0,univ_of_kansas_lawrence,formula_sae_california_2009,formula_sae_california_2009_IC_69_univ_of_kansas_lawrence,95.74
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Maryland - College Park,1.0,4.0,800.8,,800.8,,,,,,,,0.0,110.0,,,110.0,,56.22,,56.2,12670.0,26.0,,,18.0,,71.0,4.0,4.061,,4.061,,72.3,4.0,5.275,5.242,5.2585,,5.258,,37.8,4.0,63.155,,,63.155,,143.0,,,,,,,,,,,,,,,,,,,310.5,univ_of_maryland_college_park,formula_sae_california_2009,formula_sae_california_2009_IC_1_univ_of_maryland_college_park,93.62
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Oklahoma,3.0,5.0,798.9,,798.9,,,,,,,,0.0,110.0,,,110.0,,67.55,,67.6,11920.0,29.0,,,13.0,,65.0,4.0,4.331,,4.331,,58.0,4.0,5.169,5.278,5.2235,,5.223,,39.5,4.0,64.962,,,64.962,,123.5,,,,,,,,,,,,,,,,,,,335.4,univ_of_oklahoma,formula_sae_california_2009,formula_sae_california_2009_IC_3_univ_of_oklahoma,91.49
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Western Washington Univ,6.0,6.0,743.9,,743.9,,,,,,,,0.0,120.0,,,120.0,,69.55,,69.6,21747.0,5.0,,,19.0,,49.0,4.0,4.189,,4.189,,65.3,4.0,5.453,5.498,5.4755,,5.475,,27.9,4.0,64.675,,,64.675,,126.5,,,,,,,,,,,,,,,,,,,285.7,western_washington_univ,formula_sae_california_2009,formula_sae_california_2009_IC_6_western_washington_univ,89.36
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Texas - Arlington,13.0,7.0,727.7,,727.7,,,,,,,,0.0,110.0,,,110.0,,54.38,,54.4,16237.0,15.0,,,13.0,,50.0,4.0,4.197,,4.197,,64.8,4.0,5.179,5.365,5.272,,5.272,,37.1,4.0,64.37,,,64.37,,129.8,,,,,,,,,,,,,,,,,,,281.6,univ_of_texas_arlington,formula_sae_california_2009,formula_sae_california_2009_IC_13_univ_of_texas_arlington,87.23
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Auburn Univ,70.0,8.0,697.5,,697.5,,,,,,,,0.0,120.0,,,120.0,,56.95,,57.0,17084.0,13.0,,,10.0,,52.0,4.0,4.167,,4.167,,66.4,4.0,5.235,5.243,5.239,,5.239,,38.7,4.0,67.099,,,67.099,,101.6,,,,,,,,,,,,,,,,,,,261.8,auburn_univ,formula_sae_california_2009,formula_sae_california_2009_IC_70_auburn_univ,85.11
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Rensselaer Polytechnic Inst,9.0,9.0,663.7,,663.7,,,,,,,,0.0,110.0,,,110.0,,71.79,,71.8,16231.0,15.0,,,6.0,,55.0,4.0,4.013,,4.013,,75.0,4.0,5.151,5.24,5.1955,,5.195,,40.9,4.0,69.139,,,69.139,,82.1,,,,,,,,,,,,,,,,,,,228.9,rensselaer_polytechnic_inst,formula_sae_california_2009,formula_sae_california_2009_IC_9_rensselaer_polytechnic_inst,82.98
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Kookmin Univ,20.0,10.0,634.8,,634.8,,,,,,,,0.0,70.0,,,70.0,,66.2,,66.2,10642.0,35.0,,,18.0,,84.0,4.0,4.126,,4.126,,68.6,4.0,5.261,5.282,5.2715,1.0,5.396,,31.4,4.0,66.742,,,66.742,,105.2,,,,,,,,,,,,,,,,,,,209.4,kookmin_univ,formula_sae_california_2009,formula_sae_california_2009_IC_20_kookmin_univ,80.85
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Alberta,21.0,11.0,587.4,,587.4,,,,,,,,0.0,90.0,,,90.0,,55.13,,55.1,9865.0,40.0,,,17.0,,85.0,4.0,4.32,,4.32,,58.5,4.0,5.279,5.21,5.2445,,5.244,,38.5,4.0,72.214,,,72.214,,54.7,,,,,,,,,,,,,,,,,,,205.6,univ_of_alberta,formula_sae_california_2009,formula_sae_california_2009_IC_21_univ_of_alberta,78.72
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,San Jose State Univ,18.0,12.0,546.9,,546.9,,,,,,,,0.0,90.0,,,90.0,,44.23,,44.2,14184.0,21.0,,,20.0,,69.0,4.0,4.092,,4.092,,70.5,4.0,5.26,5.221,5.2405,,5.24,,38.7,2.0,72.166,,,72.166,,55.1,,,,,,,,,,,,,,,,,,,179.4,san_jose_state_univ,formula_sae_california_2009,formula_sae_california_2009_IC_18_san_jose_state_univ,76.6
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Idaho,42.0,13.0,521.0,,521.0,,,,,,,,0.0,90.0,,,90.0,,61.77,,61.8,14827.0,19.0,,,7.0,,48.0,4.0,4.615,,4.615,,44.7,4.0,5.664,5.602,5.633,,5.633,,21.4,4.0,72.602,,,72.602,,51.4,,,,,,,,,,,,,,,,,,,203.7,univ_of_idaho,formula_sae_california_2009,formula_sae_california_2009_IC_42_univ_of_idaho,74.47
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Missouri University of Science and Tech,2.0,14.0,515.2,,515.2,,,,,,,,0.0,120.0,,,120.0,,72.54,,72.5,12745.0,26.0,,,14.0,,68.0,4.0,4.286,,4.286,,60.2,4.0,4.983,5.063,5.023,,5.023,,50.0,4.0,63.029,,,63.029,,144.5,,,,,,,,,,,,,,,,,,,,missouri_university_of_science_and_tech,formula_sae_california_2009,formula_sae_california_2009_IC_2_missouri_university_of_science_and_tech,72.34
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Toledo,7.0,15.0,513.9,,513.9,,,,,,,,0.0,70.0,,,70.0,,53.91,,53.9,10716.0,35.0,,,16.0,,73.0,4.0,4.631,,4.631,,44.0,4.0,5.471,5.505,5.488,,5.488,,27.3,4.0,69.267,,,69.267,,80.9,,,,,,,,,,,,,,,,,,,164.8,univ_of_toledo,formula_sae_california_2009,formula_sae_california_2009_IC_7_univ_of_toledo,70.21
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Clemson Univ,68.0,16.0,511.8,,511.8,,,,,,,,0.0,10.0,,,10.0,,37.6,,37.6,20717.0,7.0,,,10.0,,28.0,4.0,4.203,,4.203,,64.5,4.0,5.19,5.14,5.165,,5.165,,42.4,4.0,68.629,,,68.629,,86.9,,,,,,,,,,,,,,,,,,,242.4,clemson_univ,formula_sae_california_2009,formula_sae_california_2009_IC_68_clemson_univ,68.09
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Washington,67.0,17.0,477.6,,477.6,,,,,,,,0.0,125.0,,,125.0,,71.51,,71.5,19994.0,8.0,,,15.0,,56.0,4.0,4.435,,4.435,,52.9,4.0,5.279,5.191,5.235,,5.235,,38.9,4.0,64.046,,,64.046,,133.2,,,,,,,,,,,,,,,,,,,,univ_of_washington,formula_sae_california_2009,formula_sae_california_2009_IC_67_univ_of_washington,65.96
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Kettering Univ,33.0,18.0,475.8,,475.8,,,,,,,,0.0,90.0,,,90.0,,30.42,,30.4,26405.0,,,,14.0,,36.0,1.0,10.638,,10.638,,3.5,2.0,5.569,5.57,5.5695,,5.569,,24.0,2.0,75.572,,,75.572,,27.3,,,,,,,,,,,,,,,,,,,264.6,kettering_univ,formula_sae_california_2009,formula_sae_california_2009_IC_33_kettering_univ,63.83
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Poly Univ - Pomona,5.0,19.0,447.4,,447.4,,,,,,,,0.0,110.0,,,110.0,,65.43,,65.4,18442.0,10.0,,,13.0,,51.0,4.0,4.076,,4.076,,71.4,4.0,5.098,5.538,5.318,,5.318,,34.9,4.0,65.813,,,65.813,,114.6,,,,,,,,,,,,,,,,,,,,california_state_poly_univ_pomona,formula_sae_california_2009,formula_sae_california_2009_IC_5_california_state_poly_univ_pomona,61.7
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Colorado State Univ,26.0,20.0,427.5,,427.5,,,,,,,,0.0,90.0,,,90.0,,29.48,,29.5,20451.0,7.0,,,17.0,,41.0,4.0,5.101,,5.101,,25.5,4.0,5.608,5.517,5.5625,,5.562,,24.3,4.0,68.704,,,68.704,,86.1,,,,,,,,,,,,,,,,,,,131.1,colorado_state_univ,formula_sae_california_2009,formula_sae_california_2009_IC_26_colorado_state_univ,59.57
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Akron,63.0,21.0,417.7,,417.7,,,,,,,,0.0,110.0,,,110.0,,67.92,,67.9,17232.0,13.0,,,14.0,,48.0,4.0,4.234,,4.234,,62.9,4.0,5.501,5.473,5.487,,5.487,,27.4,4.0,67.113,,,67.113,,101.5,,,,,,,,,,,,,,,,,,,,univ_of_akron,formula_sae_california_2009,formula_sae_california_2009_IC_63_univ_of_akron,57.45
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Calgary,51.0,22.0,400.5,,400.5,,,,,,,,0.0,90.0,,,90.0,,53.69,,53.7,16869.0,13.0,,,17.0,,55.0,4.0,4.109,,4.109,,69.6,4.0,5.186,5.248,5.217,,5.217,,39.8,4.0,68.042,,,68.042,,92.4,,,,,,,,,,,,,,,,,,,,univ_of_calgary,formula_sae_california_2009,formula_sae_california_2009_IC_51_univ_of_calgary,55.32
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Xiamen University of Technology,28.0,23.0,366.1,,366.1,,,,,,,,0.0,35.0,,,35.0,,52.03,,52.0,11462.0,31.0,,,18.0,,75.0,4.0,5.613,,5.613,,8.8,4.0,5.533,5.567,5.55,,5.55,,24.7,4.0,79.72,,,79.72,,7.5,,,,,,,,,,,,,,,,,,,163.0,xiamen_university_of_technology,formula_sae_california_2009,formula_sae_california_2009_IC_28_xiamen_university_of_technology,53.19
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Univ - Northridge,50.0,24.0,357.7,,357.7,,,,,,,,0.0,55.0,,,55.0,,61.24,,61.2,18796.0,10.0,,,12.0,,53.0,3.0,4.125,,4.125,,68.7,4.0,5.499,5.379,5.439,,5.439,,29.5,4.0,68.265,,,68.265,,90.3,,,,,,,,,,,,,,,,,,,,california_state_univ_northridge,formula_sae_california_2009,formula_sae_california_2009_IC_50_california_state_univ_northridge,51.06
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Illinois - Urbana Champaign,15.0,25.0,343.4,,343.4,,,,,,,,0.0,90.0,,,90.0,,63.77,,63.8,12411.0,27.0,,,18.0,,78.0,4.0,4.192,,4.192,,65.1,4.0,5.187,5.28,5.2335,,5.233,,39.0,4.0,76.454,2.0,,80.454,,7.5,,,,,,,,,,,,,,,,,,,,univ_of_illinois_urbana_champaign,formula_sae_california_2009,formula_sae_california_2009_IC_15_univ_of_illinois_urbana_champaign,48.94
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Lawrence Technological Univ,72.0,26.0,301.3,,301.3,,,,,,,,0.0,90.0,,,90.0,,45.15,,45.2,21652.0,5.0,,,12.0,,42.0,4.0,4.183,,4.183,,65.6,3.0,5.612,5.494,5.553,1.0,5.678,,19.6,2.0,74.102,,,74.102,,39.0,,,,,,,,,,,,,,,,,,,,lawrence_technological_univ,formula_sae_california_2009,formula_sae_california_2009_IC_72_lawrence_technological_univ,46.81
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Ryerson Univ,64.0,27.0,297.6,,297.6,,,,,,,,0.0,90.0,,,90.0,,54.67,,54.7,12327.0,27.0,,,10.0,,64.0,4.0,4.498,,4.498,,50.0,4.0,6.386,6.566,6.476,,6.476,,2.5,3.0,74.412,,,74.412,,36.5,,,,,,,,,,,,,,,,,,,,ryerson_univ,formula_sae_california_2009,formula_sae_california_2009_IC_64_ryerson_univ,44.68
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Faculdade de Engenharia de Sorocaba,11.0,28.0,272.6,,272.6,,,,,,,,0.0,35.0,,,35.0,,54.82,,54.8,14050.0,21.0,,,9.0,,59.0,4.0,4.186,,4.186,,65.4,4.0,5.77,6.005,5.8875,,5.887,,12.0,4.0,73.201,,,73.201,,46.4,,,,,,,,,,,,,,,,,,,,faculdade_de_engenharia_de_sorocaba,formula_sae_california_2009,formula_sae_california_2009_IC_11_faculdade_de_engenharia_de_sorocaba,42.55
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Calif - Berkeley,47.0,29.0,246.8,,246.8,,,,,,,,0.0,90.0,,,90.0,,50.75,,50.8,18300.0,11.0,,,19.0,,64.0,,,,,,,,,,,,,,,3.0,71.718,1.0,,73.718,,42.1,,,,,,,,,,,,,,,,,,,,univ_of_calif_berkeley,formula_sae_california_2009,formula_sae_california_2009_IC_47_univ_of_calif_berkeley,40.43
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California Polytechnic State Univ-SLO,23.0,30.0,229.0,,229.0,,,,,,,,0.0,90.0,,,90.0,,75.0,,75.0,14684.0,19.0,,,14.0,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california_polytechnic_state_univ_slo,formula_sae_california_2009,formula_sae_california_2009_IC_23_california_polytechnic_state_univ_slo,38.3
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,McMaster Univ,65.0,31.0,223.9,,223.9,,,,,,,,0.0,90.0,,,90.0,,67.94,,67.9,11304.0,32.0,,,15.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcmaster_univ,formula_sae_california_2009,formula_sae_california_2009_IC_65_mcmaster_univ,36.17
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Temple Univ,40.0,32.0,196.1,,196.1,,,,,,,,0.0,90.0,,,90.0,,24.55,,24.6,10428.0,37.0,,,12.0,,74.0,,,,,,,,,,,,,,,2.0,87.533,,,87.533,,7.5,,,,,,,,,,,,,,,,,,,,temple_univ,formula_sae_california_2009,formula_sae_california_2009_IC_40_temple_univ,34.04
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Arizona,34.0,33.0,183.3,,183.3,,,,,,,,0.0,70.0,,,70.0,,35.29,,35.3,10622.0,35.0,,,18.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_arizona,formula_sae_california_2009,formula_sae_california_2009_IC_34_univ_of_arizona,31.91
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,San Diego State Univ,29.0,34.0,161.2,,161.2,,,,,,,,0.0,70.0,,,70.0,,40.23,,40.2,13546.0,23.0,,,9.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,san_diego_state_univ,formula_sae_california_2009,formula_sae_california_2009_IC_29_san_diego_state_univ,29.79
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,South Dakota State Univ,54.0,35.0,153.7,,153.7,,,,,,,,0.0,70.0,,,70.0,,28.01,,28.0,,,,,6.0,,-80.0,4.0,4.256,,4.256,,61.8,4.0,5.528,5.579,5.5535,,5.553,,24.6,4.0,72.845,,,72.845,,49.3,,,,,,,,,,,,,,,,,,,,south_dakota_state_univ,formula_sae_california_2009,formula_sae_california_2009_IC_54_south_dakota_state_univ,27.66
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Saskatchewan,31.0,36.0,131.6,,131.6,,,,,,,,0.0,35.0,,,35.0,,42.08,,42.1,17444.0,12.0,,,15.0,,47.0,,,,,,,,,,,,,,,2.0,87.794,,,87.794,,7.5,,,,,,,,,,,,,,,,,,,,univ_of_saskatchewan,formula_sae_california_2009,formula_sae_california_2009_IC_31_univ_of_saskatchewan,25.53
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Korea Advanced Inst of Sci & Tech,27.0,37.0,137.8,10.0,127.8,,,,,,,,0.0,35.0,,,35.0,,42.83,,42.8,9950.0,39.0,,,8.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,korea_advanced_inst_of_sci_tech,formula_sae_california_2009,formula_sae_california_2009_IC_27_korea_advanced_inst_of_sci_tech,23.4
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Instituto Tecnologico de Chihuahua,30.0,38.0,115.5,,115.5,,,,,,,,0.0,10.0,,,10.0,,39.0,,39.0,11999.0,29.0,,,10.0,,59.0,,,,,,,,,,,,,,,4.0,88.286,,,88.286,,7.5,,,,,,,,,,,,,,,,,,,,instituto_tecnologico_de_chihuahua,formula_sae_california_2009,formula_sae_california_2009_IC_30_instituto_tecnologico_de_chihuahua,21.28
