competition,year,vehicle_type,source_file,team,car_num,overall_place,total_score,penalty,total_score_clean,country,engine_cylinders,num_motors,engine_displacement_cc,tractive_system_voltage_v,weight_reported_kg,weight_reported_lbs,design_status_final_or_blank,design_raw_score,design_document_penalty,design_late_penalty,design_score,presentation_status_final_or_blank_or_rfp,presentation_raw_score,presentation_penalty,presentation_score,cost_adjusted_cost,cost_price_score,cost_accuracy_score,cost_engineering_drawings_score,cost_scenario_score,cost_penalty,cost_score,acceleration_number_of_runs,acceleration_best_time_raw,acceleration_best_time_cones,acceleration_best_adjusted_time,acceleration_penalty,acceleration_score,skidpad_number_of_runs,skidpad_best_time_raw_left,skidpad_best_time_raw_right,skidpad_best_time_raw_average,skidpad_best_time_cones,skidpad_best_adjusted_time,skidpad_penalty,skidpad_score,autocross_number_of_runs,autocross_best_time_raw,autocross_best_time_cones,autocross_best_time_off_course,autocross_best_adjusted_time,autocross_penalty,autocross_score,endurance_number_of_laps,endurance_time_raw,endurance_cones,endurance_off_course,endurance_other_penalty,endurance_time_adjusted,endurance_time_score,endurance_lap_score,endurance_score,efficiency_time_average_adjusted,efficiency_laps_completed,efficiency_fuel_used_ltr,efficiency_energy_used_kwh,efficiency_adjusted_co2_kg,efficiency_average_adjusted_co2_per_lap_kg,efficiency_fuel_type_e85_93_100_ev_etc,efficiency_fuel_efficiency_factor,efficiency_score,endurance_efficiency_score,team_normalized,event_id,entry_id,overall_percentile
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,South Dakota School of Mines & Technology,139.0,84.0,229.952567,,229.952567399022,,,,,,,,,80.0,,,80.0,,61.02,,61.02,,,,,,,70.0951376739122,2.0,7.236,,7.236,,3.5,4.0,,,6.041,,6.041,,7.83742972510983,4.0,74.148,,,74.148,,7.5,,,,,,,,,,,,,,,,,,,0.0,south_dakota_school_of_mines_technology,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_139_south_dakota_school_of_mines_technology,30.25
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Queen's University,42.0,85.0,228.552936,,228.552935558755,,,,,,,,,80.0,,,80.0,,58.21,,58.21,,,,,,,49.6470132040359,,,,,,0.0,3.0,,,5.966,,5.966,,10.7914638128486,4.0,67.164,,,67.164,,29.9044585418706,,,,,,,,,,,,,,,,,,,0.0,queen_s_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_42_queen_s_university,29.41
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Yeungnam University,111.0,86.0,224.363867,,224.363867480049,,,,,,,,,60.0,,,60.0,,32.99,,32.99,,,,,,,69.145742173159,4.0,4.778,,4.778,,38.8648990626417,4.0,,,5.8435,,5.8435,,15.8632262442486,4.0,70.052,,,70.052,,7.5,,,,,,,,,,,,,,,,,,,0.0,yeungnam_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_111_yeungnam_university,28.57
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Binghamton University,57.0,87.0,222.987732,,222.987731634647,,,,,,,,,60.0,,,60.0,,36.08,,36.08,,,,,,,76.8663245179831,4.0,4.801,,4.801,,37.9034071166641,4.0,,,6.126,,6.126,,4.638,4.0,76.112,,,76.112,,7.5,,,,,,,,,,,,,,,,,,,0.0,binghamton_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_57_binghamton_university,27.73
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of California - Berkeley,35.0,88.0,221.045901,,221.045901406655,,,,,,,,,50.0,,,50.0,,40.97,,40.97,,,,,,,62.7490354597359,4.0,4.828,,4.828,,36.7863883674946,1.0,,,5.963,2.0,6.463,,2.5,4.0,67.376,,,67.376,,28.0404775794245,,,,,,,,,,,,,,,,,,,0.0,university_of_california_berkeley,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_35_university_of_california_berkeley,26.89
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Texas Tech University,49.0,89.0,214.276634,,214.276633509383,,,,,,,,,60.0,,,60.0,,30.83,,30.83,,,,,,,79.379065463154,4.0,5.226,,5.226,,21.659762296456,4.0,,,5.866,,5.866,,14.9078057497734,4.0,70.843,,,70.843,,7.5,,,,,,,,,,,,,,,,,,,0.0,texas_tech_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_49_texas_tech_university,26.05
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Milwaukee School of Engineering,136.0,90.0,211.623352,,211.623352248688,,,,,,,,,50.0,,,50.0,,32.7,,32.7,,,,,,,70.5286442759302,3.0,5.072,,5.072,,27.2312058724442,4.0,,,5.669,,5.669,,23.6635021003135,3.0,70.432,1.0,,72.432,,7.5,,,,,,,,,,,,,,,,,,,0.0,milwaukee_school_of_engineering,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_136_milwaukee_school_of_engineering,25.21
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,California State University - Sacramento,132.0,91.0,210.962299,,210.962298528135,,,,,,,,,50.0,,,50.0,,41.12,,41.12,,,,,,,86.3383567748224,4.0,5.174,,5.174,,23.5039417533125,4.0,,,6.256,,6.256,,2.5,4.0,74.027,,,74.027,,7.5,,,,,,,,,,,,,,,,,,,0.0,california_state_university_sacramento,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_132_california_state_university_sacramento,24.37
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Kansas State University,18.0,92.0,210.763543,,210.763542984472,,,,,,,,,50.0,,,50.0,,40.02,,40.02,,,,,,,58.516138294236,4.0,4.987,,4.987,,30.4537285234013,3.0,,,5.656,,5.656,,24.2736761668351,4.0,69.87,,,69.87,,7.5,,,,,,,,,,,,,,,,,,,0.0,kansas_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_18_kansas_state_university,23.53
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Bradley University,44.0,93.0,207.463607,,207.463607232698,,,,,,,,,60.0,,,60.0,,53.74,,53.74,,,,,,,75.8942119988353,4.0,5.652,,5.652,,7.8293952338629,2.0,,,6.569,1.0,6.819,,2.5,4.0,70.007,,,70.007,,7.5,,,,,,,,,,,,,,,,,,,0.0,bradley_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_44_bradley_university,22.69
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of New Hampshire,61.0,94.0,203.005772,,203.005772356465,,,,,,,,,60.0,,,60.0,,37.85,,37.85,,,,,,,80.4832150498158,3.0,5.357,,5.357,,17.1725573066491,,,,,,,,0.0,2.0,100.924,,,100.924,,7.5,,,,,,,,,,,,,,,,,,,0.0,university_of_new_hampshire,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_61_university_of_new_hampshire,21.85
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Kettering University,91.0,95.0,201.057715,,201.057714694296,,,,,,,,,60.0,,,60.0,,37.74,,37.74,,,,,,,60.9668934435569,2.0,5.425,,5.425,,14.9287622346151,2.0,,,6.105,,6.105,,5.40226614036497,1.0,68.07,,,68.07,,22.0197928757594,,,,,,,,,,,,,,,,,,,0.0,kettering_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_91_kettering_university,21.01
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of South Florida,76.0,96.0,200.152132,,200.152131915731,,,,,,,,,60.0,,,60.0,,34.18,,34.18,,,,,,,72.1982205567723,2.0,6.006,,6.006,,3.5,3.0,,,5.7055,,5.7055,,21.9725599729452,4.0,69.706,,,69.706,,8.30135138601394,,,,,,,,,,,,,,,,,,,0.0,university_of_south_florida,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_76_university_of_south_florida,20.17
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Clarkson University,64.0,97.0,197.104708,,197.104707624919,,,,,,,,,60.0,,,60.0,,56.42,,56.42,,,,,,,80.6847076249193,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,clarkson_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_64_clarkson_university,19.33
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universite Du Quebec a Trois-Rivieres,90.0,98.0,195.286318,,195.286317706797,,,,,,,,,80.0,,,80.0,,47.21,,47.21,,,,,,,0.0,3.0,4.53,,4.53,,49.8525030792874,4.0,,,5.789,,5.789,,18.2238146275098,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universite_du_quebec_a_trois_rivieres,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_90_universite_du_quebec_a_trois_rivieres,18.49
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Puerto Rico,21.0,99.0,181.70009,,181.700089630464,,,,,,,,,50.0,,,50.0,,46.0,,46.0,,,,,,,72.2000896304642,4.0,6.203,,6.203,,3.5,2.0,,,6.375,,6.375,,2.5,2.0,100.885,,,100.885,,7.5,,,,,,,,,,,,,,,,,,,0.0,university_of_puerto_rico,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_21_university_of_puerto_rico,17.65
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universidad Central de Venezuela,109.0,100.0,177.422585,,177.422584598245,,,,,,,,,50.0,,,50.0,,41.04,,41.04,,,,,,,86.3825845982454,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universidad_central_de_venezuela,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_109_universidad_central_de_venezuela,16.81
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Pennsylvania,36.0,101.0,174.823297,,174.823297464268,,,,,,,,,60.0,,,60.0,,60.09,,60.09,,,,,,,54.7332974642681,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_pennsylvania,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_36_university_of_pennsylvania,15.97
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Wayne State University,25.0,102.0,174.77,,174.77,,,,,,,,,60.0,,,60.0,,35.07,,35.07,,,,,,,66.2,2.0,6.803,,6.803,,3.5,2.0,,,6.892,1.0,7.142,,2.5,4.0,81.175,1.0,,83.175,,7.5,,,,,,,,,,,,,,,,,,,0.0,wayne_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_25_wayne_state_university,15.13
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universidad Panamericana,94.0,103.0,172.834187,,172.834187185882,,,,,,,,,60.0,,,60.0,,32.8,,32.8,,,,,,,80.0341871858819,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universidad_panamericana,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_94_universidad_panamericana,14.29
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Michigan Technological University,74.0,104.0,162.766296,,162.766295896113,,,,,,,,,60.0,,,60.0,,37.2,,37.2,,,,,,,48.2755212619159,2.0,5.67,,5.67,,7.29077463419743,2.0,,,6.693,,6.693,,2.5,3.0,69.143,1.0,,71.143,,7.5,,,,,,,,,,,,,,,,,,,0.0,michigan_technological_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_74_michigan_technological_university,13.45
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,US Naval Academy,92.0,105.0,160.617737,,160.617737337165,,,,,,,,,50.0,,,50.0,,38.33,,38.33,,,,,,,58.787737337165,4.0,6.339,,6.339,,3.5,2.0,,,7.19,1.0,7.44,,2.5,4.0,82.429,,,82.429,,7.5,,,,,,,,,,,,,,,,,,,0.0,us_naval_academy,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_92_us_naval_academy,12.61
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Louisville,48.0,106.0,159.61735,,159.617349824664,,,,,,,,,50.0,,,50.0,,31.56,,31.56,,,,,,,78.0573498246636,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_louisville,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_48_university_of_louisville,11.76
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Central Florida,67.0,107.0,147.425903,,147.425903204163,,,,,,,,,50.0,,,50.0,,28.08,,28.08,,,,,,,69.3459032041625,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_central_florida,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_67_university_of_central_florida,10.92
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Parks College of St. Louis University,107.0,108.0,133.157733,,133.157733286071,,,,,,,,,60.0,,,60.0,,19.15,,19.15,,,,,,,54.0077332860706,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,parks_college_of_st_louis_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_107_parks_college_of_st_louis_university,10.08
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Evansville,72.0,109.0,131.299995,,131.299995442519,,,,,,,,,25.0,,,25.0,,33.02,,33.02,,,,,,,62.2799954425188,1.0,6.437,,6.437,,3.5,,,,,,,,0.0,2.0,83.039,2.0,,87.039,,7.5,,,,,,,,,,,,,,,,,,,0.0,university_of_evansville,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_72_university_of_evansville,9.24
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Hoseo University,102.0,110.0,100.557971,,100.557970908078,,,,,,,,,50.0,,,50.0,,0.0,,0.0,,,,,,,50.5579709080781,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,hoseo_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_102_hoseo_university,8.4
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universidad Catolica Andres Bello,93.0,111.0,98.933394,,98.9333941841476,,,,,,,,,50.0,,,50.0,,0.0,,0.0,,,,,,,48.9333941841476,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universidad_catolica_andres_bello,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_93_universidad_catolica_andres_bello,7.56
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Colorado State University,89.0,112.0,81.191457,,81.1914570014305,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,81.1914570014305,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,colorado_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_89_colorado_state_university,6.72
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Middle Tennessee State University,106.0,113.0,40.371654,,40.3716537327037,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,40.3716537327037,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,middle_tennessee_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_106_middle_tennessee_state_university,5.88
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Portland State University,73.0,114.0,33.987966,,33.9879662240002,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,33.9879662240002,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,portland_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_73_portland_state_university,5.04
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Georgia Institute of Technology,14.0,115.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,georgia_institute_of_technology,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_14_georgia_institute_of_technology,4.2
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Minnesota State University - Mankato,28.0,115.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,minnesota_state_university_mankato,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_28_minnesota_state_university_mankato,4.2
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Southern Polytechnic State University,75.0,115.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,southern_polytechnic_state_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_75_southern_polytechnic_state_university,4.2
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,McMaster University,134.0,115.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,mcmaster_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_134_mcmaster_university,4.2
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,University of Delaware,135.0,115.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_delaware,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_135_university_of_delaware,4.2
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Southern Illinois University - Carbondale,69.0,120.0,-100.0,,-100.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,-100.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,southern_illinois_university_carbondale,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_69_southern_illinois_university_carbondale,0.0
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Tennessee Technological University,88.0,120.0,-100.0,,-100.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,-100.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,tennessee_technological_university,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_88_tennessee_technological_university,0.0
Formula SAE Michigan,2005,IC,FSAE_Michigan_OldExcel/results_2005.xlsx,Universidad De Oriente,140.0,120.0,-100.0,,-100.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,-100.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universidad_de_oriente,formula_sae_michigan_2005,formula_sae_michigan_2005_IC_140_universidad_de_oriente,0.0
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,RMIT University,111.0,1.0,887.689191,,887.689190536819,,,,,,,,,130.0,,,130.0,,65.9668815563797,,65.9668815563797,,,,,,,84.766709635591,4.0,4.517,0.0,4.517,,58.5049545705991,3.0,,,5.878,0.0,5.878,,25.1276423781666,3.0,47.995,0.0,0.0,47.995,,123.323002396083,,,,,,,,,,,,,,,,,,,400.0,rmit_university,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_111_rmit_university,100.0
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,Penn State University,6.0,2.0,785.984721,,785.984721308891,,,,,,,,,150.0,,,150.0,,57.1771725295571,,57.1771725295571,,,,,,,80.8901069761275,4.0,4.236,0.0,4.236,,75.0,4.0,,,5.6985,0.0,5.6985,,40.1299525854315,4.0,52.065,0.0,0.0,52.065,,69.7111783347739,,,,,,,,,,,,,,,,,,,313.076310883001,penn_state_university,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_6_penn_state_university,99.19
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,University of Michigan-Ann Arbor,38.0,3.0,759.347582,,759.347581791056,,,,,,,,,90.0,,,90.0,,61.2059846711884,,61.2059846711884,,,,,,,83.6650164019912,4.0,4.404,0.0,4.404,,64.8851543934716,4.0,,,5.94,0.0,5.94,,20.2590848889549,4.0,49.032,0.0,0.0,49.032,,108.818220753793,,,,,,,,,,,,,,,,,,,330.514120681657,university_of_michigan_ann_arbor,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_38_university_of_michigan_ann_arbor,98.39
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,University of Kansas-Lawrence,36.0,4.0,755.692,,755.692000371787,,,,,,,,,70.0,,,70.0,,58.0064699485695,,58.0064699485695,,,,,,,68.4026522314765,4.0,4.528,0.0,4.528,,57.900881584774,4.0,,,5.861,0.0,5.861,,26.4896329419739,4.0,46.746,0.0,0.0,46.746,,141.647413682454,,,,,,,,,,,,,,,,,,,333.244949982539,university_of_kansas_lawrence,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_36_university_of_kansas_lawrence,97.58
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,Helsinki Polytechnic,101.0,5.0,739.175499,,739.175499016557,,,,,,,,,90.0,,,90.0,,47.9093987652385,,47.9093987652385,,,,,,,82.7991714948555,4.0,4.516,0.0,4.516,,58.5600162196815,3.0,,,6.0465,0.0,6.0465,,12.2430855252952,4.0,49.024,0.0,0.0,49.024,,108.927770071802,,,,,,,,,,,,,,,,,,,338.736056939684,helsinki_polytechnic,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_101_helsinki_polytechnic,96.77
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,North Carolina State University-Raleigh,7.0,6.0,735.809632,,735.809632048412,,,,,,,,,90.0,,,90.0,,43.2933495194148,,43.2933495194148,,,,,,,73.3669880666078,4.0,4.709,0.0,4.709,,48.3664083414303,4.0,,,5.589,0.0,5.589,,50.0,4.0,49.238,0.0,0.0,49.238,,106.009586092043,,,,,,,,,,,,,,,,,,,324.773300028917,north_carolina_state_university_raleigh,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_7_north_carolina_state_university_raleigh,95.97
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,Iowa State University,15.0,7.0,734.237089,,734.237089392145,,,,,,,,,70.0,,,70.0,,55.5767270242212,,55.5767270242212,,,,,,,88.8030857058756,4.0,4.964,0.0,4.964,,36.1136757544344,4.0,,,6.168,0.0,6.168,,3.60033836271676,4.0,47.701,0.0,0.0,47.701,,127.549998951804,,,,,,,,,,,,,,,,,,,352.593263593093,iowa_state_university,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_15_iowa_state_university,95.16
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,University of Florida,35.0,8.0,723.481768,,723.481768044397,,,,,,,,,70.0,,,70.0,,45.0050483862437,,45.0050483862437,,,,,,,82.3779125349783,2.0,4.837,0.0,4.837,,42.0545327550261,4.0,,,5.909,0.0,5.909,,22.6742076133972,3.0,49.455,0.0,0.0,49.455,,103.076281468001,,,,,,,,,,,,,,,,,,,358.29378528675,university_of_florida,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_35_university_of_florida,94.35
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,Michigan State University,41.0,9.0,719.22236,,719.222360419811,,,,,,,,,100.0,,,100.0,,58.6419173830917,,58.6419173830917,,,,,,,49.9540723311635,4.0,4.77,0.0,4.77,,45.3161543534559,4.0,,,6.113,0.0,6.113,,7.44887459958416,4.0,48.075,0.0,0.0,48.075,,122.181747269891,,,,,,,,,,,,,,,,,,,335.679594482624,michigan_state_university,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_41_michigan_state_university,93.55
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,University of Akron,69.0,10.0,712.447994,,712.447993581858,,,,,,,,,100.0,,,100.0,,55.3405681556909,,55.3405681556909,,,,,,,80.6404800889152,4.0,4.687,0.0,4.687,,49.4859809769308,4.0,,,5.9535,0.0,5.9535,,19.2191107964191,3.0,51.24,0.0,0.0,51.24,,79.8902224824356,,,,,,,,,,,,,,,,,,,327.871631081467,university_of_akron,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_69_university_of_akron,92.74
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,University of Toronto,125.0,11.0,708.996052,,708.996052110335,,,,,,,,,90.0,,,90.0,,65.5513713511559,,65.5513713511559,,,,,,,85.827792921927,4.0,4.777,0.0,4.777,,44.9711078285926,4.0,,,6.3155,0.0,6.3155,,2.5,4.0,51.545,0.0,0.0,51.545,,76.0890969056164,,,,,,,,,,,,,,,,,,,344.056683103044,university_of_toronto,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_125_university_of_toronto,91.94
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,University of Oklahoma,135.0,12.0,698.658824,,698.65882391184,,,,,,,,,100.0,,,100.0,,55.2590653750585,,55.2590653750585,,,,,,,84.7743834583175,3.0,5.045,0.0,5.045,,32.4808437616439,4.0,,,5.9155,0.0,5.9155,,22.1646633390822,4.0,48.464,0.0,0.0,48.464,,116.686096896666,,,,,,,,,,,,,,,,,,,287.293771081072,university_of_oklahoma,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_135_university_of_oklahoma,91.13
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,Rochester Institute of Technology,39.0,13.0,697.413956,,697.413956353556,,,,,,,,,70.0,,,70.0,,55.7355578488026,,55.7355578488026,,,,,,,79.486158635263,4.0,4.723,0.0,4.723,,47.6593835575269,3.0,,,6.0915,0.0,6.0915,,8.98171819597063,4.0,50.42,0.0,0.0,50.42,,90.3376636255455,,,,,,,,,,,,,,,,,,,345.213474490448,rochester_institute_of_technology,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_39_rochester_institute_of_technology,90.32
Formula SAE Michigan,2006,IC,FSAE_Michigan_OldExcel/results_2006.xlsx,Universite Laval,66.0,14.0,692.173907,,692.173906812821,,,,,,,,,90.0,,,90.0,,53.0341719262134,,53.0341719262134,,,,,,,75.7530075815199,4.0,4.864,0.0,4.864,,40.7655492832144,3.0,,,5.868,0.0,5.868,,25.9273795888557,4.0,48.498,0.0,0.0,48.498,,116.20994680193,,,,,,,,,,,,,,,,,,,290.483851631088,universite_laval,formula_sae_michigan_2006,formula_sae_michigan_2006_IC_66_universite_laval,89.52
