Competition,Year,Class,Source File,School,Car Number,Overall Place,Total Score Raw,Total Penalty,Total Score,Country,Number of Cylinders,Number of Motors,Engine Displacement (cc),Tractive System Voltage (V),Weight (kg),Weight (lbs),Design Status (Final or Blank),Design Raw Score,Design Document Penalty,Design Late Penalty,Design Score,Presentation Status (Final or Blank or RFP),Presentation Raw Score,Presentation Penalty,Presentation Score,Cost Adjusted Cost,Cost Price Score,Cost Accuracy Score,Cost Engineering Drawings Score,Cost Scenario Score,Cost Penalty,Cost Score,Acceleration Number of Runs,Acceleration Best Time Raw,Acceleration Best Time Cones,Acceleration Best Adjusted Time,Acceleration Penalty,Acceleration Score,Skidpad Number of Runs,Skidpad Best Time Raw Left,Skidpad Best Time Raw Right,Skidpad Best Time Raw Average,Skidpad Best Time Cones,Skidpad Best Adjusted Time,Skidpad Penalty,Skidpad Score,Autocross Number of Runs,Autocross Best Time Raw,Autocross Best Time Cones,Autocross Best Time Off Course,Autocross Best Adjusted Time,Autocross Penalty,Autocross Score,Endurance Number of Laps,Endurance Time Raw,Endurance Cones,Endurance Off Course,Endurance Other Penalty,Endurance Time Adjusted,Endurance Time Score,Endurance Lap Score,Endurance Score,Efficiency Time Average Adjusted,Efficiency Laps Completed,Efficiency Fuel Used (ltr),Efficiency Energy Used (kWh),Efficiency Adjusted CO2 (kg),Efficiency Average Adjusted CO2 per Lap (kg),"Efficiency Fuel Type (E85/93/100/EV, etc.)",Efficiency Fuel Efficiency Factor,Efficiency Score,Endurance+Efficiency Score
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Auburn Univ,70,8,697.5,,697.5,,,,,,,,0,120,,,120,,56.95,,57.0,"$17,084",13,,,10,,52.0,4,4.167,,4.167,,66.4,4,5.235,5.243,5.239,,5.239,,38.7,4,67.099,,,67.099,,101.6,,,,,,,,,,,,,,,,,,,261.8
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Rensselaer Polytechnic Inst,9,9,663.7,,663.7,,,,,,,,0,110,,,110,,71.79,,71.8,"$16,231",15,,,6,,55.0,4,4.013,,4.013,,75.0,4,5.151,5.240,5.1955,,5.195,,40.9,4,69.139,,,69.139,,82.1,,,,,,,,,,,,,,,,,,,228.9
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Kookmin Univ,20,10,634.8,,634.8,,,,,,,,0,70,,,70,,66.20,,66.2,"$10,642",35,,,18,,84.0,4,4.126,,4.126,,68.6,4,5.261,5.282,5.2715,1,5.396,,31.4,4,66.742,,,66.742,,105.2,,,,,,,,,,,,,,,,,,,209.4
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Alberta,21,11,587.4,,587.4,,,,,,,,0,90,,,90,,55.13,,55.1,"$9,865",40,,,17,,85.0,4,4.320,,4.320,,58.5,4,5.279,5.210,5.2445,,5.244,,38.5,4,72.214,,,72.214,,54.7,,,,,,,,,,,,,,,,,,,205.6
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,San Jose State Univ,18,12,546.9,,546.9,,,,,,,,0,90,,,90,,44.23,,44.2,"$14,184",21,,,20,,69.0,4,4.092,,4.092,,70.5,4,5.260,5.221,5.2405,,5.240,,38.7,2,72.166,,,72.166,,55.1,,,,,,,,,,,,,,,,,,,179.4
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Idaho,42,13,521,,521.0,,,,,,,,0,90,,,90,,61.77,,61.8,"$14,827",19,,,7,,48.0,4,4.615,,4.615,,44.7,4,5.664,5.602,5.633,,5.633,,21.4,4,72.602,,,72.602,,51.4,,,,,,,,,,,,,,,,,,,203.7
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Missouri University of Science and Tech,2,14,515.2,,515.2,,,,,,,,0,120,,,120,,72.54,,72.5,"$12,745",26,,,14,,68.0,4,4.286,,4.286,,60.2,4,4.983,5.063,5.023,,5.023,,50.0,4,63.029,,,63.029,,144.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Toledo,7,15,513.9,,513.9,,,,,,,,0,70,,,70,,53.91,,53.9,"$10,716",35,,,16,,73.0,4,4.631,,4.631,,44.0,4,5.471,5.505,5.488,,5.488,,27.3,4,69.267,,,69.267,,80.9,,,,,,,,,,,,,,,,,,,164.8
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Clemson Univ,68,16,511.8,,511.8,,,,,,,,0,10,,,10,,37.60,,37.6,"$20,717",7,,,10,,28.0,4,4.203,,4.203,,64.5,4,5.190,5.140,5.165,,5.165,,42.4,4,68.629,,,68.629,,86.9,,,,,,,,,,,,,,,,,,,242.4
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Washington,67,17,477.6,,477.6,,,,,,,,0,125,,,125,,71.51,,71.5,"$19,994",8,,,15,,56.0,4,4.435,,4.435,,52.9,4,5.279,5.191,5.235,,5.235,,38.9,4,64.046,,,64.046,,133.2,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Kettering Univ,33,18,475.8,,475.8,,,,,,,,0,90,,,90,,30.42,,30.4,"$26,405",,,,14,,36.0,1,10.638,,10.638,,3.5,2,5.569,5.570,5.5695,,5.569,,24.0,2,75.572,,,75.572,,27.3,,,,,,,,,,,,,,,,,,,264.6
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Poly Univ - Pomona,5,19,447.4,,447.4,,,,,,,,0,110,,,110,,65.43,,65.4,"$18,442",10,,,13,,51.0,4,4.076,,4.076,,71.4,4,5.098,5.538,5.318,,5.318,,34.9,4,65.813,,,65.813,,114.6,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Colorado State Univ,26,20,427.5,,427.5,,,,,,,,0,90,,,90,,29.48,,29.5,"$20,451",7,,,17,,41.0,4,5.101,,5.101,,25.5,4,5.608,5.517,5.5625,,5.562,,24.3,4,68.704,,,68.704,,86.1,,,,,,,,,,,,,,,,,,,131.1
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Akron,63,21,417.7,,417.7,,,,,,,,0,110,,,110,,67.92,,67.9,"$17,232",13,,,14,,48.0,4,4.234,,4.234,,62.9,4,5.501,5.473,5.487,,5.487,,27.4,4,67.113,,,67.113,,101.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Calgary,51,22,400.5,,400.5,,,,,,,,0,90,,,90,,53.69,,53.7,"$16,869",13,,,17,,55.0,4,4.109,,4.109,,69.6,4,5.186,5.248,5.217,,5.217,,39.8,4,68.042,,,68.042,,92.4,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Xiamen University of Technology,28,23,366.1,,366.1,,,,,,,,0,35,,,35,,52.03,,52.0,"$11,462",31,,,18,,75.0,4,5.613,,5.613,,8.8,4,5.533,5.567,5.55,,5.550,,24.7,4,79.720,,,79.720,,7.5,,,,,,,,,,,,,,,,,,,163.0
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Univ - Northridge,50,24,357.7,,357.7,,,,,,,,0,55,,,55,,61.24,,61.2,"$18,796",10,,,12,,53.0,3,4.125,,4.125,,68.7,4,5.499,5.379,5.439,,5.439,,29.5,4,68.265,,,68.265,,90.3,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Illinois - Urbana Champaign,15,25,343.4,,343.4,,,,,,,,0,90,,,90,,63.77,,63.8,"$12,411",27,,,18,,78.0,4,4.192,,4.192,,65.1,4,5.187,5.280,5.2335,,5.233,,39.0,4,76.454,2,,80.454,,7.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Lawrence Technological Univ,72,26,301.3,,301.3,,,,,,,,0,90,,,90,,45.15,,45.2,"$21,652",5,,,12,,42.0,4,4.183,,4.183,,65.6,3,5.612,5.494,5.553,1,5.678,,19.6,2,74.102,,,74.102,,39.0,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Ryerson Univ,64,27,297.6,,297.6,,,,,,,,0,90,,,90,,54.67,,54.7,"$12,327",27,,,10,,64.0,4,4.498,,4.498,,50.0,4,6.386,6.566,6.476,,6.476,,2.5,3,74.412,,,74.412,,36.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Faculdade de Engenharia de Sorocaba,11,28,272.6,,272.6,,,,,,,,0,35,,,35,,54.82,,54.8,"$14,050",21,,,9,,59.0,4,4.186,,4.186,,65.4,4,5.770,6.005,5.8875,,5.887,,12.0,4,73.201,,,73.201,,46.4,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Calif - Berkeley,47,29,246.8,,246.8,,,,,,,,0,90,,,90,,50.75,,50.8,"$18,300",11,,,19,,64.0,,,,,,,,,,,,,,,3,71.718,1,,73.718,,42.1,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California Polytechnic State Univ-SLO,23,30,229,,229.0,,,,,,,,0,90,,,90,,75.00,,75.0,"$14,684",19,,,14,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,McMaster Univ,65,31,223.9,,223.9,,,,,,,,0,90,,,90,,67.94,,67.9,"$11,304",32,,,15,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Temple Univ,40,32,196.1,,196.1,,,,,,,,0,90,,,90,,24.55,,24.6,"$10,428",37,,,12,,74.0,,,,,,,,,,,,,,,2,87.533,,,87.533,,7.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Arizona,34,33,183.3,,183.3,,,,,,,,0,70,,,70,,35.29,,35.3,"$10,622",35,,,18,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,San Diego State Univ,29,34,161.2,,161.2,,,,,,,,0,70,,,70,,40.23,,40.2,"$13,546",23,,,9,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,South Dakota State Univ,54,35,153.7,,153.7,,,,,,,,0,70,,,70,,28.01,,28.0,,,,,6,,-80.0,4,4.256,,4.256,,61.8,4,5.528,5.579,5.5535,,5.553,,24.6,4,72.845,,,72.845,,49.3,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Saskatchewan,31,36,131.6,,131.6,,,,,,,,0,35,,,35,,42.08,,42.1,"$17,444",12,,,15,,47.0,,,,,,,,,,,,,,,2,87.794,,,87.794,,7.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Korea Advanced Inst of Sci & Tech,27,37,137.8,10,127.8,,,,,,,,0,35,,,35,,42.83,,42.8,"$9,950",39,,,8,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Instituto Tecnologico de Chihuahua,30,38,115.5,,115.5,,,,,,,,0,10,,,10,,39.00,,39.0,"$11,999",29,,,10,,59.0,,,,,,,,,,,,,,,4,88.286,,,88.286,,7.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Calif - San Diego,80,39,110.7,,110.7,,,,,,,,0,20,,,20,,38.07,,38.1,"$18,423",10,,,4,,-56.0,4,5.457,,5.457,,13.6,4,5.350,5.433,5.3915,,5.391,,31.6,4,71.201,,,71.201,,63.4,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Rayat Inst Of Engg Information Tech,55,40,92.7,,92.7,,,,,,,,0,10,,,10,,32.23,,32.2,"$12,089",28,,,2,,43.0,,,,,,,,,,,,,,,1,141.200,,,141.200,,7.5,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Escuela Sup De Ing Automotriz Tlalnepa,74,41,92.4,,92.4,,,,,,,,0,10,,,10,,32.37,,32.4,"$12,763",26,,,4,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Victoria,38,42,85.1,,85.1,,,,,,,,0,10,,,10,,33.14,,33.1,"$14,385",20,,,4,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Calif - Riverside,36,43,50.9,35,15.9,,,,,,,,0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Wichita State Univ,16,44,9,,9.0,,,,,,,,0,,,,,,,,,"$10,385",,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Univ - Los Angeles,43,45,4,,4.0,,,,,,,,0,,,,,,,,,"$17,011",,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,New Jersey Inst\Tech(Newark Coll),83,46,-3.4,20,-23.4,,,,,,,,0,35,,,35,,38.65,,38.7,,,,,10,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Univ - Sacramento,39,47,-49.9,,-49.9,,,,,,,,0,10,,,10,,21.06,,21.1,,,,,4,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Univ - Fullerton,56,48,-100,,-100.0,,,,,,,,0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Michigan State Univ,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of New Mexico,12,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,South Dakota Sch of Mines & Tech,17,,,,,,,,,,,,0,,,,,,,,,"$15,985",,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Texas - Austin,19,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Universidad Autonoma Estado Mexico,22,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Universidad de Oriente,24,,,,,,,,,,,,0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Delaware,25,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Hunan Univ,32,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Oregon Inst of Tech,35,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Arizona State Univ - Tempe,37,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Massachusetts Inst of Tech,44,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Portland State Univ,45,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Texas A & M - Kingsville,46,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Honda Technical College Kansai,48,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Purdue Univ - Indianapolis,49,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Drexel Univ,52,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,California State Univ - Fresno,53,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Chalmers Univ of Tech,57,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Nevada - Reno,58,,,,,,,,,,,,0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Montana State Univ - Bozeman,59,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,ITESM - Campus QRO,60,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Technology - Petronas,61,,,,,,,,,,,,0,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Shibaura Institute of Technology,62,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Texas - San Antonio,71,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Universidad Iberoamericana,73,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Grupo Cedva,75,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Escola de Eng de Sao Carlos USP,76,,,,,,,,,,,,0,,,,,,54.55,,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Oklahoma State Univ,77,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Marquette Univ,78,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,UNEXPO CCS,79,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of British Columbia - Okangan,81,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Univ of Houston - Houston,82,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2009,IC,FSAE_California/results_2009.xlsx,Pittsburg State University,84,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Rochester Institute of Technology,1,1,875.3,,875.3,,,,,,,,1,138,,,138,,66.94,,66.9,"$10,614",33.6,,,18,,80.6,4,4.055,,4.055,,73.7,4,5.127,5.142,5.1345,,5.134,,40.9,4,68.176,,,68.176,,129.2,,,,,,,,,300.0,,,4.069318,,,,97,,46.0,346
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Oklahoma,5,2,814.8,,814.8,,,,,,,,1,136,,,136,,61.37,,61.4,"$13,637",23.1,,,12,,66.1,4,4.375,,4.375,,56.7,4,5.077,5.089,5.083,,5.083,,43.4,4,71.812,,,71.812,,94.3,,,,,,,,,298.3,,,3.611283,,,,91,,58.8,357.1
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Washington,47,3,794,,794.0,,,,,,,,0,115,,,115,,66.19,,66.2,"$16,965",15.8,,,12,,60.8,4,4.043,,4.043,,74.4,4,5.392,5.250,5.321,,5.321,,32.3,4,68.835,,,68.835,,122.6,,,,,,,,,275.3,,,4.020107,,,,91,,47.4,322.7
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Alberta,40,4,766.6,,766.6,,,,,,,,0,115,,,115,,65.32,,65.3,"$9,449",39.4,,,17,,90.4,4,4.203,,4.203,,65.5,4,5.100,5.182,5.141,,5.141,,40.5,3,70.864,1,,72.864,,84.9,,,,,,,,,252.1,,,3.823266,,,,91,,52.9,305
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Western Ontario,75,5,687.9,,687.9,,,,,,,,0,115,,,115,,62.21,,62.2,"$11,786",28.8,,,16,,73.8,4,4.302,,4.302,,60.3,4,5.160,5.201,5.1805,,5.180,,38.7,4,73.091,,,73.091,,82.9,,,,,,,,,244.7,,,5.345001,,,,91,,10.4,255.1
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Akron,84,6,684,,684.0,,,,,,,,0,79,,,79,,54.13,,54.1,"$12,275",27.1,,,20,,78.1,4,4.482,,4.482,,51.5,4,5.527,5.372,5.4495,1,5.574,,22.1,4,71.578,,,71.578,,96.5,,,,,,,,,279.6,,,4.890752,,,,91,,23.0,302.6
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Missouri,15,7,671.6,,671.6,,,,,,,,0,97,,,97,,62.21,,62.2,"$11,944",28.3,,,18,10,68.3,4,4.263,,4.263,,62.3,3,5.418,5.443,5.4305,,5.430,,27.8,4,71.970,1,,73.970,,75.2,,,,,,,,,276.5,,,5.37907,,,,97,,2.3,278.8
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Massachusetts Inst of Tech,51,8,599.2,,599.2,,,,,,,,0,97,,,97,,43.19,,43.2,"$14,055",22,,,19,,72.0,4,4.352,,4.352,,57.8,4,5.762,5.574,5.668,,5.668,,18.7,4,74.473,,,74.473,,70.9,,,,,,,,,175.9,,,4.815044,,,,E85,,63.6,239.5
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Oregon State Univ,2,9,549.2,,549.2,,,,,,,,1,150,,,150,,75.00,,75.0,"$15,292",19.1,,,16,,70.1,4,4.033,,4.033,,75.0,4,5.075,5.144,5.1095,,5.109,,42.1,4,67.404,,,67.404,,137.1,,,,,,,,,,,,,,,,,,,
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Missouri University of Science and Tech,71,10,532.9,,532.9,,,,,,,,0,130,,,130,,63.21,,63.2,"$11,869",28.5,,,15,,74.5,4,4.210,,4.210,,65.1,4,4.926,4.982,4.954,,4.954,,50.0,4,66.179,,,66.179,,150.0,,,,,,,,,,,,,,,,,,,
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Leeds,23,11,531.2,,531.2,,,,,,,,0,115,,,115,,44.26,,44.3,"$12,371",26.8,,,20,,73.8,4,4.511,,4.511,,50.1,2,6.027,6.469,6.248,,6.248,,2.5,4,77.098,,,77.098,,49.5,,,,,,,,,149.7,,,4.057961,,,,97,,46.3,196
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Drexel Univ,59,12,512.2,,512.2,,,,,,,,0,79,,,79,,15.82,,15.8,,,,,,,,2,4.856,,4.856,,35.2,3,5.559,5.861,5.71,,5.710,,17.2,4,72.496,,,72.496,,88.1,,,,,,,,,236.3,,,4.266159,,,,97,,40.5,276.8
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Shibaura Institute of Technology,44,13,504.5,,504.5,,,,,,,,0,97,,,97,,30.67,,30.7,"$13,221",24.2,,,16,,76.2,4,4.889,,4.889,,33.9,3,5.529,5.903,5.716,,5.716,,17.0,4,81.764,,,81.764,,14.7,,,,,,,,,196.0,,,4.122313,,,,97,,39.0,235
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,California State Univ - Northridge,17,14,496.4,,496.4,,,,,,,,0,97,,,97,,58.93,,58.9,"$16,298",17,,,16,,68.0,4,4.482,,4.482,,51.5,3,5.596,5.912,5.754,,5.754,,15.7,4,80.621,,,80.621,,22.8,,,,,,,,,162.1,,,4.989173,,,,97,,20.3,182.4
Formula SAE California,2010,IC,FSAE_California/results_2010.xlsx,Univ of Illinois - Urbana Champaign,72,15,484.9,,484.9,,,,,,,,0,120,,,120,,58.83,,58.8,"$13,697",22.9,,,15,,70.9,4,4.332,,4.332,,58.8,4,5.026,5.094,5.06,,5.060,,44.5,4,67.915,,,67.915,,131.9,,,,,,,,,,,,,,,,,,,
