Competition,Year,Class,Source File,School,Car Number,Overall Place,Total Score Raw,Total Penalty,Total Score,Country,Number of Cylinders,Number of Motors,Engine Displacement (cc),Tractive System Voltage (V),Weight (kg),Weight (lbs),Design Status (Final or Blank),Design Raw Score,Design Document Penalty,Design Late Penalty,Design Score,Presentation Status (Final or Blank or RFP),Presentation Raw Score,Presentation Penalty,Presentation Score,Cost Adjusted Cost,Cost Price Score,Cost Accuracy Score,Cost Engineering Drawings Score,Cost Scenario Score,Cost Penalty,Cost Score,Acceleration Number of Runs,Acceleration Best Time Raw,Acceleration Best Time Cones,Acceleration Best Adjusted Time,Acceleration Penalty,Acceleration Score,Skidpad Number of Runs,Skidpad Best Time Raw Left,Skidpad Best Time Raw Right,Skidpad Best Time Raw Average,Skidpad Best Time Cones,Skidpad Best Adjusted Time,Skidpad Penalty,Skidpad Score,Autocross Number of Runs,Autocross Best Time Raw,Autocross Best Time Cones,Autocross Best Time Off Course,Autocross Best Adjusted Time,Autocross Penalty,Autocross Score,Endurance Number of Laps,Endurance Time Raw,Endurance Cones,Endurance Off Course,Endurance Other Penalty,Endurance Time Adjusted,Endurance Time Score,Endurance Lap Score,Endurance Score,Efficiency Time Average Adjusted,Efficiency Laps Completed,Efficiency Fuel Used (ltr),Efficiency Energy Used (kWh),Efficiency Adjusted CO2 (kg),Efficiency Average Adjusted CO2 per Lap (kg),"Efficiency Fuel Type (E85/93/100/EV, etc.)",Efficiency Fuel Efficiency Factor,Efficiency Score,Endurance+Efficiency Score
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Colorado State University,41,90,49.69,,49.69,,,,,,,,,,,,0,,,,0,,,,,,,49.69,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,McGill University,18,91,45.25,,45.25,,,,,,,,,,,,0,,,,0,,,,,,,45.25,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,University of Alberta,101,92,36.04,,36.04,,,,,,,,,,,,0,,,,0,,,,,,,36.04,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,"University of California, Irvine",16,93,33.94,,33.94,,,,,,,,,,,,0,,,,0,,,,,,,33.94,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,United States Air Force Academy,200,94,27.66,,27.66,,,,,,,,,,,,0,,,,0,,,,,,,27.66,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Florida International University,17,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,"University of Illinois, Urbana-Champaign",36,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Oklahoma State University,57,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,"University of California, San Diego",64,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Laval University,66,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Florida Institute of Technology,75,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,University of Arizona,505,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Memorial University of Newfoundland,709,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Oakland University,812,95,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2000,IC,FSAE_Michigan_OldExcel/results_2000.xlsx,Temple University,360,104,-100,,-100,,,,,,,,,,,,0,,,,0,,,,,,,-100,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Cornell University,11,1,904.131213,,904.131212762124,,,,,,,,,,,,120,,,,73.3,,,,,,,84.6,,,,,,57.939402492832,,,,,,,,50,,,,,,,150,,,,,,,,,,,,,,,,,,,368.291810269291
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Missouri-Columbia,96,2,838.776168,,838.77616829889,,,,,,,,,,,,120,,,,65,,,,,,,78.76,,,,,,51.246619422226,,,,,,,,35.4082959090577,,,,,,,146.253297480534,,,,,,,,,,,,,,,,,,,342.107955487072
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Ohio State University,73,3,800.905255,,800.905254597511,,,,,,,,,,,,145,,,,42.8,,,,,,,89.37,,,,,,75,,,,,,,,27.9251912535034,,,,,,,126.315691552038,,,,,,,,,,,,,,,,,,,294.494371791969
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Wisconsin-Madison,2,4,768.009011,,768.009010732735,,,,,,,,,,,,120,,,,49.7,,,,,,,73.27,,,,,,57.654874608011,,,,,,,,0,,,,,,,136.3716958829,,,,,,,,,,,,,,,,,,,331.012440241823
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Texas A&M University,1,5,765.00352,,765.003520389203,,,,,,,,,,,,120,,,,60.2,,,,,,,78.49,,,,,,51.9127153621653,,,,,,,,1.59732487373027,,,,,,,113.005917592051,,,,,,,,,,,,,,,,,,,339.797562561256
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Ecole de technologie superieure,37,6,747.939679,,747.939679213007,,,,,,,,,,,,145,,,,72.9,,,,,,,78.21,,,,,,0,,,,,,,,36.8275230093,,,,,,,122.097195846795,,,,,,,,,,,,,,,,,,,292.904960356912
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Dartmouth College,224,7,729.707381,,729.707381021567,,,,,,,,,,,,80,,,,68.5,,,,,,,86.3,,,,,,39.3208163462493,,,,,,,,37.7857585780815,,,,,,,84.4936819834246,,,,,,,,,,,,,,,,,,,333.307124113812
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Texas-Arlington,213,8,729.117872,,729.117872145406,,,,,,,,,,,,80,,,,42,,,,,,,73.5,,,,,,49.1467163074515,,,,,,,,36.3257021670418,,,,,,,112.893074104284,,,,,,,,,,,,,,,,,,,335.252379566628
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Waterloo,7,9,721.759251,,721.759251419534,,,,,,,,,,,,150,,,,53.2,,,,,,,78.61,,,,,,42.5576369466976,,,,,,,,30.285344425716,,,,,,,72.7296226089953,,,,,,,,,,,,,,,,,,,294.376647438125
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Clemson University,93,10,705.739575,,705.739574925665,,,,,,,,,,,,100,,,,52.6,,,,,,,89.59,,,,,,25.3826782539996,,,,,,,,36.1152119477039,,,,,,,87.2894684334691,,,,,,,,,,,,,,,,,,,314.762216290492
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Washington,29,11,685.46446,,685.464460101157,,,,,,,,,,,,100,,,,69.1,,,,,,,69.28,,,,,,31.7235281133054,,,,,,,,41.1623698110821,,,,,,,103.540062234931,,,,,,,,,,,,,,,,,,,270.658499941839
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Cal Poly-San Luis Obispo,222,12,655.873148,,655.873147951555,,,,,,,,,,,,60,,,,52.7,,,,,,,78.77,,,,,,50.4974378309825,,,,,,,,24.6270694284376,,,,,,,84.8058706584025,,,,,,,,,,,,,,,,,,,304.472770033733
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Worcester Polytechnic Institute,209,13,627.06841,,627.068410461182,,,,,,,,,,,,80,,,,56.8,,,,,,,11.79,,,,,,57.1354178994958,,,,,,,,25.6033878417276,,,,,,,75.7573134845075,,,,,,,,,,,,,,,,,,,319.982291235451
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Leeds,5,14,614.604107,,614.604106624193,,,,,,,,,,,,120,,,,46.8,,,,,,,83.82,,,,,,0,,,,,,,,33.0647495753536,,,,,,,136.3716958829,,,,,,,,,,,,,,,,,,,194.547661165939
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Rutgers University,56,15,608.075025,,608.075024914825,,,,,,,,,,,,60,,,,30.9,,,,,,,78.35,,,,,,47.1783525253517,,,,,,,,39.2415692230799,,,,,,,62.2831323938564,,,,,,,,,,,,,,,,,,,290.121970772537
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Michigan-Ann Arbor,31,16,602.930549,,602.930549362545,,,,,,,,,,,,120,,,,58.7,,,,,,,81.44,,,,,,63.9635857774945,,,,,,,,22.571789071096,,,,,,,44.8949362348846,,,,,,,,,,,,,,,,,,,211.36023827907
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Cincinnati,92,17,591.517917,,591.517916951911,,,,,,,,,,,,100,,,,66.4,,,,,,,89.82,,,,,,39.0113489314161,,,,,,,,23.6389001889819,,,,,,,20.5123450249019,,,,,,,,,,,,,,,,,,,252.135322806611
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Kansas,74,18,551.935989,,551.935989284195,,,,,,,,,,,,80,,,,48.6,,,,,,,68.53,,,,,,56.853259039099,,,,,,,,16.7773967207596,,,,,,,50.9599137356041,,,,,,,,,,,,,,,,,,,230.215419788732
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,McGill University,210,19,536.352134,,536.352134361011,,,,,,,,,,,,60,,,,44.5,,,,,,,82.75,,,,,,40.687807358757,,,,,,,,26.8988147576395,,,,,,,78.4113026553594,,,,,,,,,,,,,,,,,,,203.104209589255
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Michigan Technological University,61,20,526.099682,,526.099682381447,,,,,,,,,,,,120,,,,48.3,,,,,,,77.15,,,,,,49.4933992039841,,,,,,,,14.0487346277854,,,,,,,81.8078615839602,,,,,,,,,,,,,,,,,,,135.299686965717
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Texas-Austin,40,21,515.298799,,515.298799417534,,,,,,,,,,,,80,,,,54.3,,,,,,,81.87,,,,,,33.9867134268015,,,,,,,,14.9068185347816,,,,,,,65.1946473401415,,,,,,,,,,,,,,,,,,,185.04062011581
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Clarkson University,17,22,499.607519,,499.607519108701,,,,,,,,,,,,80,,,,62.4,,,,,,,65.92,,,,,,45.2517048151139,,,,,,,,23.3651658645811,,,,,,,44.6180689336313,,,,,,,,,,,,,,,,,,,178.052579495374
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Pennsylvania State University,76,23,483.056249,,483.056249066109,,,,,,,,,,,,120,,,,55.7,,,,,,,71.82,,,,,,64.4699655327071,,,,,,,,33.3959048581357,,,,,,,137.670378675266,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Rochester Institute of Technology,16,24,479.870968,,479.870967656831,,,,,,,,,,,,130,,,,75,,,,,,,87.36,,,,,,66.3662371493697,,,,,,,,32.0030132358891,,,,,,,89.1417172715718,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Michigan State University,71,25,458.225465,,458.225465033659,,,,,,,,,,,,120,,,,68.5,,,,,,,89.1,,,,,,40.5697954483404,,,,,,,,15.3600335115947,,,,,,,12.5095446795603,,,,,,,,,,,,,,,,,,,112.186091394163
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Queen's University,21,26,456.499345,,456.49934490377,,,,,,,,,,,,80,,,,66.6,,,,,,,79.03,,,,,,42.5978539669345,,,,,,,,13.9269105681701,,,,,,,11.997429010378,,,,,,,,,,,,,,,,,,,162.347151358288
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Georgia Institute of Technology,32,27,451.587941,,451.587940725374,,,,,,,,,,,,100,,,,51.9,,,,,,,85.3,,,,,,56.2447541326391,,,,,,,,41.5511677961566,,,,,,,116.592018796578,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Idaho,15,28,429.556691,,429.556691072385,,,,,,,,,,,,100,,,,58.9,,,,,,,84.88,,,,,,51.9127153621653,,,,,,,,13.1798163561035,,,,,,,120.684159354116,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Oregon State University,43,29,426.649332,,426.64933227525,,,,,,,,,,,,100,,,,60.2,,,,,,,78,,,,,,37.6702750986293,,,,,,,,11.4312387061375,,,,,,,0,,,,,,,,,,,,,,,,,,,139.347818470483
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Lawrence Technological University,77,30,425.154211,,425.154210916537,,,,,,,,,,,,100,,,,43.1,,,,,,,76.24,,,,,,53.0786607970343,,,,,,,,35.6433385103915,,,,,,,117.092211609111,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Pittsburgh,9,31,423.415461,,423.415461055244,,,,,,,,,,,,100,,,,61.5,,,,,,,80.73,,,,,,54.2135895456069,,,,,,,,25.160346784692,,,,,,,101.811524724945,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Florida,4,32,421.894898,,421.894897531614,,,,,,,,,,,,100,,,,63.9,,,,,,,86.78,,,,,,48.2000349795342,,,,,,,,24.2350296165188,,,,,,,98.7798329355608,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Akron,39,33,419.827125,,419.827125128257,,,,,,,,,,,,100,,,,41.3,,,,,,,84.25,,,,,,52.9884555038993,,,,,,,,38.9973802418845,,,,,,,102.291289382473,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Virginia Polytechnic Institute & State University,75,34,381.949515,,381.949514761251,,,,,,,,,,,,80,,,,69.7,,,,,,,76.23,,,,,,37.2152341761412,,,,,,,,26.0017298001164,,,,,,,92.8025507849934,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Brown University,6,35,376.561443,,376.561443130757,,,,,,,,,,,,100,,,,66,,,,,,,79.29,,,,,,47.9435394136753,,,,,,,,11.1762507163483,,,,,,,20.6570356552338,,,,,,,,,,,,,,,,,,,51.4946173454999
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Purdue University,201,36,374.791479,,374.791479152049,,,,,,,,,,,,80,,,,55.8,,,,,,,68.35,,,,,,33.2615993969427,,,,,,,,36.2993649391834,,,,,,,101.080514815923,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Western Ontario,33,37,372.872509,,372.872509077941,,,,,,,,,,,,100,,,,55.4,,,,,,,81.6,,,,,,48.8444379019839,,,,,,,,25.4632339750627,,,,,,,61.5648372008948,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Kettering University,48,38,372.548921,,372.548920895306,,,,,,,,,,,,80,,,,54.3,,,,,,,73.59,,,,,,45.4176169747007,,,,,,,,0,,,,,,,119.241303920605,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Iowa State University,41,39,369.33273,,369.332729522062,,,,,,,,,,,,60,,,,55.9,,,,,,,83.45,,,,,,1.05277757424135,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,168.92995194782
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Toronto,8,40,344.94321,,344.943210419798,,,,,,,,,,,,100,,,,48.4,,,,,,,76.35,,,,,,51.77911454843,,,,,,,,11.5688911602068,,,,,,,56.8452047111609,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Louisville,205,41,339.195604,,339.19560370836,,,,,,,,,,,,60,,,,48,,,,,,,74.46,,,,,,39.1272700950665,,,,,,,,10.3388270656236,,,,,,,0,,,,,,,,,,,,,,,,,,,107.26950654767
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Lehigh University,226,42,333.262898,,333.262898420372,,,,,,,,,,,,80,,,,51.1,,,,,,,69.13,,,,,,35.160013832237,,,,,,,,1.25439779298861,,,,,,,96.6184867951463,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Missouri-Rolla,14,43,312.596688,,312.596688362701,,,,,,,,,,,,80,,,,73.5,,,,,,,84.47,,,,,,41.0032843926313,,,,,,,,29.5242230841057,,,,,,,4.09918088596362,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Minnesota,78,44,311.807413,,311.807413212221,,,,,,,,,,,,100,,,,56.3,,,,,,,67.91,,,,,,50.9815110215046,,,,,,,,36.6159021907161,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Minnesota State University,70,45,310.358328,,310.358327788899,,,,,,,,,,,,60,,,,48.2,,,,,,,74.77,,,,,,32.5069112064697,,,,,,,,7.60001473740217,,,,,,,87.2814018450271,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Universite de Sherbrooke,207,46,309.48593,,309.485929974419,,,,,,,,,,,,60,,,,46.2,,,,,,,73.14,,,,,,49.4933992039841,,,,,,,,3.14388225312065,,,,,,,77.5086485173144,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Ecole Polytechnique de Montreal,211,47,309.375788,,309.375787681432,,,,,,,,,,,,100,,,,58.2,,,,,,,77.7,,,,,,45.0860981324608,,,,,,,,0,,,,,,,28.3896895489714,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Carleton University,214,48,305.566996,,305.566996349188,,,,,,,,,,,,60,,,,66.5,,,,,,,78.05,,,,,,40.9637876895484,,,,,,,,12.8989842025476,,,,,,,47.1542244570923,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Rensselaer Polytechnic Institute,49,49,305.441859,,305.441859449232,,,,,,,,,,,,80,,,,39.6,,,,,,,80.06,,,,,,25.9420779973688,,,,,,,,34.3192443793051,,,,,,,45.5205370725577,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Auburn University,22,50,303.52228,,303.522279935688,,,,,,,,,,,,80,,,,60.9,,,,,,,81.57,,,,,,27.3746438034295,,,,,,,,0,,,,,,,53.6776361322588,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Saginaw Valley State University,36,51,294.93782,,294.937819982583,,,,,,,,,,,,100,,,,49.4,,,,,,,79.68,,,,,,48.1144564215204,,,,,,,,4.77859782811423,,,,,,,12.9647657329482,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Oklahoma,24,52,292.134199,,292.134199336261,,,,,,,,,,,,80,,,,68.5,,,,,,,62.4,,,,,,0,,,,,,,,12.4995450794236,,,,,,,68.7346542568378,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Hartford,81,53,289.326274,,289.32627359392,,,,,,,,,,,,80,,,,31.8,,,,,,,80.12,,,,,,46.0843373493976,,,,,,,,0,,,,,,,51.321936244522,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Alberta,227,54,284.063349,,284.063349013901,,,,,,,,,,,,40,,,,47.4,,,,,,,70.47,,,,,,10.2146482423852,,,,,,,,0,,,,,,,115.978700771516,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Oklahoma State University,220,55,278.857592,,278.857592361086,,,,,,,,,,,,40,,,,37.4,,,,,,,83.16,,,,,,35.012459134823,,,,,,,,10.0295599137777,,,,,,,73.2555733124848,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Quebec-Trois Rivieres,86,56,275.745972,,275.745972333948,,,,,,,,,,,,80,,,,32.1,,,,,,,75.55,,,,,,44.0170427764593,,,,,,,,19.4496041318795,,,,,,,24.629325425609,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Bradley University,20,57,274.138828,,274.138828240586,,,,,,,,,,,,100,,,,45.8,,,,,,,73.74,,,,,,44.5499759478483,,,,,,,,10.0488522927376,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Drexel University,34,58,266.652221,,266.652221087915,,,,,,,,,,,,80,,,,45.7,,,,,,,86.54,,,,,,46.0425227053517,,,,,,,,8.36969838256281,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,South Dakota School of Mines & Technology,64,59,264.635292,,264.635291934623,,,,,,,,,,,,80,,,,49.3,,,,,,,74.13,,,,,,35.9016542255504,,,,,,,,12.8389373639206,,,,,,,12.4647003451521,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Monroe County Community College,30,60,253.772897,,253.77289749484,,,,,,,,,,,,60,,,,65.5,,,,,,,77.98,,,,,,35.1969426204164,,,,,,,,0,,,,,,,15.0959548744236,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Western Washington University,65,61,253.61,,253.61,,,,,,,,,,,,120,,,,58.1,,,,,,,75.51,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Northern Illionois University,229,62,247.303474,,247.303473654734,,,,,,,,,,,,40,,,,37.5,,,,,,,57.68,,,,,,32.578493846908,,,,,,,,0,,,,,,,79.5449798078263,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Illinois-Urbana/Champaign,80,63,235.961191,,235.96119066524,,,,,,,,,,,,80,,,,60,,,,,,,81.43,,,,,,14.5311906652397,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Loyola Marymount University,202,64,235.296278,,235.296278499715,,,,,,,,,,,,60,,,,44.2,,,,,,,75.67,,,,,,0,,,,,,,,0,,,,,,,55.4262784997146,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,FAMU/FSU College of Engineering,215,65,234.654837,,234.654836728179,,,,,,,,,,,,60,,,,47.6,,,,,,,72.98,,,,,,43.162815195207,,,,,,,,0,,,,,,,10.9120215329724,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Duke University,223,66,232.551375,,232.551374796269,,,,,,,,,,,,60,,,,52,,,,,,,78,,,,,,14.0200436239533,,,,,,,,0,,,,,,,28.5313311723161,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,United States Air Force Academy,83,67,228.97895,,228.978950490282,,,,,,,,,,,,40,,,,66.2,,,,,,,66.65,,,,,,25.5468025949954,,,,,,,,0,,,,,,,30.5821478952867,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of New Mexico,18,68,223.186195,,223.186194604035,,,,,,,,,,,,60,,,,50.3,,,,,,,76.1,,,,,,33.9867134268015,,,,,,,,0,,,,,,,2.79948117723361,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Temple University,228,69,220.522895,,220.522895355005,,,,,,,,,,,,80,,,,45.7,,,,,,,65.75,,,,,,29.0728953550049,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Colorado-Boulder,66,70,217.748088,,217.748087624003,,,,,,,,,,,,100,,,,39.3,,,,,,,73.49,,,,,,4.95808762400335,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
